"","Year","Area","Street","Street.2"
"2969",2012,"Birmingham","Ladypool Rd.",""
"2970",2012,"Birmingham","Lea Hall Rd.",""
"2971",2012,"Birmingham","lower Severn St.",""
"2972",2012,"Birmingham","Mary St.",""
"2973",2012,"Birmingham","Mary St.","Mary St."
"2974",2012,"Birmingham","middle park Rd.",""
"2975",2012,"Birmingham","Milestone house",""
"2976",2012,"Birmingham","Milestone house","Milestone house"
"2977",2012,"Birmingham","Milestone house","Milestone house"
"2978",2012,"Birmingham","Monyhull Rd.",""
"2979",2012,"Birmingham","Moseley Rd.","Moseley Rd."
"2980",2012,"Birmingham","New St. Railway Station",""
"2981",2012,"Birmingham","New St. Station","New St. Station"
"2982",2012,"Birmingham","Northliegh rd ward end",""
"2983",2012,"Birmingham","O/S Assembly Rooms  Poplar Way  Solihull","O/S Assembly Rooms Poplar Way Solihull"
"2984",2012,"Birmingham","O/S Assembly Rooms  Solihull Town Centre","O/S Assembly Rooms Solihull Town Centre"
"2985",2012,"Birmingham","o/s Chargrill Chicken  Coventry Rd.","o/s Chargrill Chicken Coventry Rd."
"2986",2012,"Birmingham","Olton Boulevard East",""
"2987",2012,"Birmingham","OUT SIDE FISH BAR HOBMOORE ROAD ","OUT SIDE FISH BAR HOBMOORE ROAD"
"2988",2012,"Birmingham","outside Arden oak pub",""
"2989",2012,"Birmingham","outside st colombia nursery  alcester Rd.","outside st colombia nursery alcester Rd."
"2990",2012,"Birmingham","Outside the Bulls Head",""
"2991",2012,"Birmingham","Parker St.  Edgbaston","Parker St. Edgbaston"
"2992",2012,"Birmingham","Parkland on The Heathway",""
"2993",2012,"Birmingham","Partridge Rd.",""
"2994",2012,"Birmingham","Pershore Rd.","Pershore Rd."
"2995",2012,"Birmingham","Plymouth Rd.  Stirchley","Plymouth Rd. Stirchley"
"2996",2012,"Birmingham","Poplar Rd.  Solihull","Poplar Rd. Solihull"
"2997",2012,"Birmingham","rea Rd.",""
"2998",2012,"Birmingham","Regency Hotel",""
"2999",2012,"Birmingham","RUNCURN ROAD  BALSALL HEATH","RUNCURN ROAD BALSALL HEATH"
"3000",2012,"Birmingham","school Rd.",""
"3001",2012,"Birmingham","Sheath Lane",""
"3002",2012,"Birmingham","Sheldon Heath Park",""
"3003",2012,"Birmingham","Shirley Rd.  Acocks Green ","Shirley Rd. Acocks Green"
"3004",2012,"Birmingham","Solihull Town Centre","Solihull Town Centre"
"3005",2012,"Birmingham","St Marys Rd.",""
"3006",2012,"Birmingham","St Marys Row","St Marys Row"
"3007",2012,"Birmingham","St Mary s Row  Moseley","St Marys Row Moseley"
"3008",2012,"Birmingham","St Pauls Rd.",""
"3009",2012,"Birmingham","St Pauls Rd.","St Pauls Rd."
"3010",2012,"Birmingham","Station Rd. Stechford",""
"3011",2012,"Birmingham","Station Rd. Stechford","Station Rd. Stechford"
"3012",2012,"Birmingham","Station Rd.  Solihul","Station Rd. Solihul"
"3013",2012,"Birmingham","Station Rd.  Solihul","Station Rd. Solihul"
"3014",2012,"Birmingham","Station Rd.  Solihul","Station Rd. Solihul"
"3015",2012,"Birmingham","Station Rd.  Solihul","Station Rd. Solihul"
"3016",2012,"Birmingham","Station Rd.  Solihul","Station Rd. Solihul"
"3017",2012,"Birmingham","Station Rd.  Solihul","Station Rd. Solihul"
"3018",2012,"Birmingham","stechford police station",""
"3019",2012,"Birmingham","Stechford Swimming Baths",""
"3020",2012,"Birmingham","Stoney lane",""
"3021",2012,"Birmingham","Stratford Rd.","Stratford Rd."
"3022",2012,"Birmingham","STRATFORD ROAD  SPARKBROOK","STRATFORD ROAD SPARKBROOK"
"3023",2012,"Birmingham","Stratford Rd.  Sparkhill","Stratford Rd. Sparkhill"
"3024",2012,"Birmingham","SUMMERFIELD ROAD  WEOLEY CASTLE","SUMMERFIELD ROAD WEOLEY CASTLE"
"3025",2012,"Birmingham","Sunbeam way ","Sunbeam way"
"3026",2012,"Birmingham","Swanshurst Park",""
"3027",2012,"Birmingham","The Parade Sutton Coldfield","The Parade Sutton Coldfield"
"3028",2012,"Birmingham","The Radleys",""
"3029",2012,"Birmingham","Tile Cross Rd.",""
"3030",2012,"Birmingham","Tote Betting shop  Alum Rock Rd.","Tote Betting shop Alum Rock Rd."
"3031",2012,"Birmingham","Turnburry Rd.",""
"3032",2012,"Birmingham","Umberslade Rd.  Selly Oak","Umberslade Rd. Selly Oak"
"3033",2012,"Birmingham","VICARAGE ROAD  KINGHS HEATH","VICARAGE ROAD KINGHS HEATH"
"3034",2012,"Birmingham","Victoria Rd.  Bordesley Green","Victoria Rd. Bordesley Green"
"3035",2012,"Birmingham","WAKE GREEN ROAD",""
"3036",2012,"Birmingham","Ward End Park",""
"3037",2012,"Birmingham","warwich rd",""
"3038",2012,"Birmingham","Warwick Rd.","Warwick Rd."
"3039",2012,"Birmingham","warwick Rd.  accocks green","warwick Rd. accocks green"
"3040",2012,"Birmingham","Wash Lane",""
"3041",2012,"Birmingham","washwood heath Rd.",""
"3042",2012,"Birmingham","Washwood Heath Rd.","Washwood Heath Rd."
"3043",2012,"Birmingham","Watson Rd.  Alum Rock","Watson Rd. Alum Rock"
"3044",2012,"Birmingham","Wheatcroft Rd.  Chelmesley Wood","Wheatcroft Rd. Chelmesley Wood"
"3045",2012,"Birmingham","WHEATSHEAF PH COVENTRY ROAD  SHELDON","WHEATSHEAF PH COVENTRY ROAD SHELDON"
"3046",2012,"Birmingham","WheatSheaf  Coventry Rd. ","WheatSheaf Coventry Rd."
"3047",2012,"Birmingham","William Hill Bookmakers  Washwood Heath Rd.","William Hill Bookmakers Washwood Heath Rd."
"3048",2012,"Birmingham","woodbridge rd",""
"3049",2012,"Birmingham","Woodbridge Rd.",""
"3050",2012,"Birmingham","ACORN PUBLIC HOUSE",""
"3051",2012,"Birmingham","Atlantic Rd",""
"3052",2012,"Birmingham","Aylesbury Crescent  Kingstanding  B ham","Aylesbury Crescent Kingstanding Bham"
"3053",2012,"Birmingham","beggers bush",""
"3054",2012,"Birmingham","bendall rd  kingstanding","bendall rd kingstanding"
"3055",2012,"Birmingham","Berryfields Rd.  Walmley  Sutton Coldfield","Berryfields Rd. Walmley Sutton Coldfield"
"3056",2012,"Birmingham","Birmingham Rd","Birmingham Rd"
"3057",2012,"Birmingham","Birmingham Rd.","Birmingham Rd."
"3058",2012,"Birmingham","Birmingham Rd.","Birmingham Rd."
"3059",2012,"Birmingham","Birmingham Rd.","Birmingham Rd."
"3060",2012,"Birmingham","Birmingham Rd.  Wylde Green","Birmingham Rd. Wylde Green"
"3061",2012,"Birmingham","Birmingham Rd.  Wylde Green","Birmingham Rd. Wylde Green"
"3062",2012,"Birmingham","Boldmere Rd.",""
"3063",2012,"Birmingham","Bottle of Sack",""
"3064",2012,"Birmingham","Boundary Rd.  Erdington","Boundary Rd. Erdington"
"3065",2012,"Birmingham","Brassington Ave.  Sutton Coldfield","Brassington Ave. Sutton Coldfield"
"3066",2012,"Birmingham","BRd. St  ","BRd. St"
"3067",2012,"Birmingham","Capilano Rd.  Erdington","Capilano Rd. Erdington"
"3068",2012,"Birmingham","Car Park Lidl Pelham Rd aLUM rOCK",""
"3069",2012,"Birmingham","CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN",""
"3070",2012,"Birmingham","Car Park Reddicap Tavern  Hollyfield Rd.  Falcon Lodge","Car Park Reddicap Tavern Hollyfield Rd. Falcon Lodge"
"3071",2012,"Birmingham","Car park  Kenilworth Court  Wheelwright Rd","Car park Kenilworth Court Wheelwright Rd"
"3072",2012,"Birmingham","Chester Rd.",""
"3073",2012,"Birmingham","Chesterfield Grove  Pype Hayes","Chesterfield Grove Pype Hayes"
"3074",2012,"Birmingham","Chipstead Rd.",""
"3075",2012,"Birmingham","Church Rd.  Erdington","Church Rd. Erdington"
"3076",2012,"Birmingham","Coton Lane  Erdington  B ham","Coton Lane Erdington Bham"
"3077",2012,"Birmingham","Cottishall Walk",""
"3078",2012,"Birmingham","Court Lane",""
"3079",2012,"Birmingham","COurt Lane",""
"3080",2012,"Birmingham","DUKE STREET",""
"3081",2012,"Birmingham","Ebrook Rd.  Sutton Coldfield","Ebrook Rd. Sutton Coldfield"
"3082",2012,"Birmingham","Emscote Rd.",""
"3083",2012,"Birmingham","Erdington High St.","Erdington High St."
"3084",2012,"Birmingham","Erdington High St.","Erdington High St."
"3085",2012,"Birmingham","Erdington High St.","Erdington High St."
"3086",2012,"Birmingham","Firbeck Grove",""
"3087",2012,"Birmingham","FRANCES ROAD ERDINGTON",""
"3088",2012,"Birmingham","Front Odffice Sutton Coldfield",""
"3089",2012,"Birmingham","Good Hope Hospital",""
"3090",2012,"Birmingham","Gracechuch Shopping Centre  Sutton Coldfield","Gracechuch Shopping Centre Sutton Coldfield"
"3091",2012,"Birmingham","Gravelly Hill",""
"3092",2012,"Birmingham","Hairy Lemon  Erdington High St. ","Hairy Lemon Erdington High St."
"3093",2012,"Birmingham","HAIRY LEMON  Lower Parade","HAIRY LEMON Lower Parade"
"3094",2012,"Birmingham","HAIRY LEMON  Lower Parade","HAIRY LEMON Lower Parade"
"3095",2012,"Birmingham","Hampton Rd.  Erdington  B ham","Hampton Rd. Erdington Bham"
"3096",2012,"Birmingham","Hellbey Close",""
"3097",2012,"Birmingham","high st   sutton coldfield","high st  sutton coldfield"
"3098",2012,"Birmingham","High St Erdington",""
"3099",2012,"Birmingham","High St.  Erdington","High St. Erdington"
"3100",2012,"Birmingham","High St.  Erdington","High St. Erdington"
"3101",2012,"Birmingham","High St.  Erdington","High St. Erdington"
"3102",2012,"Birmingham","HIGH STREET  ERDINGTON","HIGH STREET ERDINGTON"
"3103",2012,"Birmingham","HIGH STREET  ERDINGTON","HIGH STREET ERDINGTON"
"3104",2012,"Birmingham","HIGH STREET  ERDINGTON","HIGH STREET ERDINGTON"
"3105",2012,"Birmingham","HIGH STREET  ERDINGTON","HIGH STREET ERDINGTON"
"3106",2012,"Birmingham","HIGH STREET  ERDINGTON","HIGH STREET ERDINGTON"
"3107",2012,"Birmingham","HIGH STREET  ERDINGTON","HIGH STREET ERDINGTON"
"3108",2012,"Birmingham","HIGH STREET  ERDINGTON","HIGH STREET ERDINGTON"
"3109",2012,"Birmingham","high street  erdington ","high street erdington"
"3110",2012,"Birmingham","High St.  West Bromwich","High St. West Bromwich"
"3111",2012,"Birmingham","High St.  West Bromwich","High St. West Bromwich"
"3112",2012,"Birmingham","High St.  West Bromwich","High St. West Bromwich"
"3113",2012,"Birmingham","Inland Rd.  Erdington  B ham","Inland Rd. Erdington Bham"
"3114",2012,"Birmingham","Job Centre  Sutton New Rd.  Erdington","Job Centre Sutton New Rd. Erdington"
"3115",2012,"Birmingham","Johnson Rd.  Erdington  Birmingham","Johnson Rd. Erdington Birmingham"
"3116",2012,"Birmingham","Johnson Rd.  Erdington  Birmingham ","Johnson Rd. Erdington Birmingham"
"3117",2012,"Birmingham","Kings Rd",""
"3118",2012,"Birmingham","KINGSBURY ROAD  CASTLE VALE","KINGSBURY ROAD CASTLE VALE"
"3119",2012,"Birmingham","Lichfield rd",""
"3120",2012,"Birmingham","Lichfield Rd.",""
"3121",2012,"Birmingham","Lichfield Rd.  Sutton Coldfield","Lichfield Rd. Sutton Coldfield"
"3122",2012,"Birmingham","Lichfield Rd.  Sutton Coldfield","Lichfield Rd. Sutton Coldfield"
"3123",2012,"Birmingham","Litten Tree PH Sutton Town Centre",""
"3124",2012,"Birmingham","Lower Parade","Lower Parade"
"3125",2012,"Birmingham","LOWER PARADE","LOWER PARADE"
"3126",2012,"Birmingham","Lower parade",""
"3127",2012,"Birmingham","LOWER PARADE","LOWER PARADE"
"3128",2012,"Birmingham","Lower Parade","Lower Parade"
"3129",2012,"Birmingham","lower parade   sutton coldfield",""
"3130",2012,"Birmingham","Lower Parade Sutton Coldfield","Lower Parade Sutton Coldfield"
"3131",2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"3132",2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"3133",2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"3134",2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"3135",2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"3136",2012,"Birmingham","Lower Parade  Sutton Coldfield  Birmingham","Lower Parade Sutton Coldfield Birmingham"
"3137",2012,"Birmingham","Lower Parade  Sutton Coldfield ","Lower Parade Sutton Coldfield"
"3138",2012,"Birmingham","Lower parade  Sutton town centre","Lower parade Sutton town centre"
"3139",2012,"Birmingham","Madehurst Rd.  erdington","Madehurst Rd. erdington"
"3140",2012,"Birmingham","MARROWFAT RAOD  HANDSWORTH","MARROWFAT RAOD HANDSWORTH"
"3141",2012,"Birmingham","Marsh hill   Erdington    BN  ","Marsh hill  Erdington  BN "
"3142",2012,"Birmingham","Marsh lane  Erdington  B ham","Marsh lane Erdington Bham"
"3143",2012,"Birmingham","MERE GREEN ISLAND LICHFIELD ROAD",""
"3144",2012,"Birmingham","Mill Ave.",""
"3145",2012,"Birmingham","Mill st   high street","Mill st  high street"
"3146",2012,"Birmingham","New St.","New St."
"3147",2012,"Birmingham","New St. Station","New St. Station"
"3148",2012,"Birmingham","Newdigate Rd.",""
"3149",2012,"Birmingham","Newhall Carpark",""
"3150",2012,"Birmingham","Newhall Walk  Sutton Coldfield","Newhall Walk Sutton Coldfield"
"3151",2012,"Birmingham","Normanton Tower  Beechmount Drive  Erdington  Birmingham","Normanton Tower Beechmount Drive Erdington Birmingham"
"3152",2012,"Birmingham","North Holt Rd.",""
"3153",2012,"Birmingham","NORTHOLT DRIVE",""
"3154",2012,"Birmingham","O/S H/A","O/S H/A"
"3155",2012,"Birmingham","O/s Hairy Lemon PH",""
"3156",2012,"Birmingham","O/S Kings Arms PH  Coleshill Rd.","O/S Kings Arms PH Coleshill Rd."
"3157",2012,"Birmingham","O/S Kings Arms PH  Coleshill Rd.","O/S Kings Arms PH Coleshill Rd."
"3158",2012,"Birmingham","O/S LITTEN TREE",""
"3159",2012,"Birmingham","O/S MOO MOOS south parade",""
"3160",2012,"Birmingham","O/s MooMoo Club  Sutton Town Centre","O/s MooMoo Club Sutton Town Centre"
"3161",2012,"Birmingham","O/S MooMoos night club  South parade","O/S MooMoos night club South parade"
"3162",2012,"Birmingham","O/S MooMoos  Lower parade  Sutton Town Centre","O/S MooMoos Lower parade Sutton Town Centre"
"3163",2012,"Birmingham","O/S Station PH",""
"3164",2012,"Birmingham","O/S Temple Bar  S/C Town Centre","O/S Temple Bar S/C Town Centre"
"3165",2012,"Birmingham","Orphanage rd",""
"3166",2012,"Birmingham","Outside Bagot Arms  Chester Rd.  Pype Hayes","Outside Bagot Arms Chester Rd. Pype Hayes"
"3167",2012,"Birmingham","OUTSIDE CITY VIEW  ERDINGTON","OUTSIDE CITY VIEW ERDINGTON"
"3168",2012,"Birmingham","Outside HIRY LEMON  Sutton Town Crntr","Outside HIRY LEMON Sutton Town Crntr"
"3169",2012,"Birmingham","outside home address",""
"3170",2012,"Birmingham","outside home address","outside home address"
"3171",2012,"Birmingham","Outside Home Address",""
"3172",2012,"Birmingham","OUTSIDE LITTEN TREE  BIRMINGHAM ROAD","OUTSIDE LITTEN TREE BIRMINGHAM ROAD"
"3173",2012,"Birmingham","outside MooMoo s Bar  South Parade  Sutton Coldfield","outside MooMoos Bar South Parade Sutton Coldfield"
"3174",2012,"Birmingham","outside MooMoo s Bar  South Parade  Sutton Coldfield ","outside MooMoos Bar South Parade Sutton Coldfield"
"3175",2012,"Birmingham","OUTSIDE NEW STREET STATION  BIRMINGHAM CITY CENTRE","OUTSIDE NEW STREET STATION BIRMINGHAM CITY CENTRE"
"3176",2012,"Birmingham","Outside Temple bar  Lower Parade  Sutton Coldfield","Outside Temple bar Lower Parade Sutton Coldfield"
"3177",2012,"Birmingham","Outside The Swan Public house  High St.  Erdington","Outside The Swan Public house High St. Erdington"
"3178",2012,"Birmingham","Outside the Temple Bar  Sutton Coldfield town centre ","Outside the Temple Bar Sutton Coldfield town centre"
"3179",2012,"Birmingham","parade sutton",""
"3180",2012,"Birmingham","parade Sutton coldfield",""
"3181",2012,"Birmingham","parade Sutton coldfield","parade Sutton coldfield"
"3182",2012,"Birmingham","Parade Sutton coldfield Town Centre",""
"3183",2012,"Birmingham","parade  sutton coldfield","parade sutton coldfield"
"3184",2012,"Birmingham","Rectory Rd.  Sutton Coldfield","Rectory Rd. Sutton Coldfield"
"3185",2012,"Birmingham","Reddicap Hill",""
"3186",2012,"Birmingham","Redwing Grove  Erdington  B ham","Redwing Grove Erdington Bham"
"3187",2012,"Birmingham","Redwing Grove  Erdington  B ham","Redwing Grove Erdington Bham"
"3188",2012,"Birmingham","Redwing Grove  Erdington  B ham","Redwing Grove Erdington Bham"
"3189",2012,"Birmingham","Redwing Grove  Erdington  B ham","Redwing Grove Erdington Bham"
"3190",2012,"Birmingham","Redwing Grove  Erdington  B ham","Redwing Grove Erdington Bham"
"3191",2012,"Birmingham","Redwing Grove  Erdington  B ham","Redwing Grove Erdington Bham"
"3192",2012,"Birmingham","Redwing Grove  Erdington  B ham","Redwing Grove Erdington Bham"
"3193",2012,"Birmingham","reservoir rd erdington",""
"3194",2012,"Birmingham","reservoir rd erdington","reservoir rd erdington"
"3195",2012,"Birmingham","reservoir rd erdington","reservoir rd erdington"
"3196",2012,"Birmingham","reservoir rd erdington","reservoir rd erdington"
"3197",2012,"Birmingham","reservoir rd erdington","reservoir rd erdington"
"3198",2012,"Birmingham","RESERVOIR ROAD","RESERVOIR ROAD"
"3199",2012,"Birmingham","Ridgeway  Erdington","Ridgeway Erdington"
"3200",2012,"Birmingham","SC Town Centre",""
"3201",2012,"Birmingham","Short Heath Rd",""
"3202",2012,"Birmingham","Slade Rd.",""
"3203",2012,"Birmingham","Slade Rd.","Slade Rd."
"3204",2012,"Birmingham","SOMERSET ROAD  ERDINGTON","SOMERSET ROAD ERDINGTON"
"3205",2012,"Birmingham","South Parade","South Parade"
"3206",2012,"Birmingham","South Parade","South Parade"
"3207",2012,"Birmingham","South Parade","South Parade"
"3208",2012,"Birmingham","South Parade","South Parade"
"3209",2012,"Birmingham","South Parade","South Parade"
"3210",2012,"Birmingham","South Parade","South Parade"
"3211",2012,"Birmingham","South parade        Sutton Coldfield Town Centre","South parade  Sutton Coldfield Town Centre"
"3212",2012,"Birmingham","South parade O/s Moomoo",""
"3213",2012,"Birmingham","South parade S/C Town Centre",""
"3214",2012,"Birmingham","South Parade  Sutton Coldfield","South Parade Sutton Coldfield"
"3215",2012,"Birmingham","South Parade  Sutton Coldfield","South Parade Sutton Coldfield"
"3216",2012,"Birmingham","South Parade  Sutton Coldfield","South Parade Sutton Coldfield"
"3217",2012,"Birmingham","South Parade  Sutton Coldfield","South Parade Sutton Coldfield"
"3218",2012,"Birmingham","SOUTH PARADE  SUTTON COLDFIELD","SOUTH PARADE SUTTON COLDFIELD"
"3219",2012,"Birmingham","SOUTH PARADE  SUTTON COLDFIELD","SOUTH PARADE SUTTON COLDFIELD"
"3220",2012,"Birmingham","SOUTH PARADE  SUTTON COLDFIELD","SOUTH PARADE SUTTON COLDFIELD"
"3221",2012,"Birmingham","South Parade  Sutton Coldfield","South Parade Sutton Coldfield"
"3222",2012,"Birmingham","South Parade  Sutton Coldfield  Birmingham","South Parade Sutton Coldfield Birmingham"
"3223",2012,"Birmingham","South Parades  Sutton Coldfield","South Parades Sutton Coldfield"
"3224",2012,"Birmingham","St Mary   St John Social Club  Gravelly Hill North","St Mary  St John Social Club Gravelly Hill North"
"3225",2012,"Birmingham","Sutton New Rd.","Sutton New Rd."
"3226",2012,"Birmingham","Sutton New Rd.  Erdington","Sutton New Rd. Erdington"
"3227",2012,"Birmingham","Sutton New Rd.  Erdington","Sutton New Rd. Erdington"
"3228",2012,"Birmingham","Sutton New Rd.  Erdington","Sutton New Rd. Erdington"
"3229",2012,"Birmingham","Sutton New Rd.  Erdington","Sutton New Rd. Erdington"
"3230",2012,"Birmingham","Sutton New Rd.  Erdington","Sutton New Rd. Erdington"
"3231",2012,"Birmingham","Sutton New Rd.  Erdington","Sutton New Rd. Erdington"
"3232",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3233",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3234",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3235",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3236",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3237",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3238",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3239",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3240",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3241",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3242",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3243",2012,"Birmingham","Sutton Town Centre","Sutton Town Centre"
"3244",2012,"Birmingham","Sutton Town Centre outside Moo Moo s","Sutton Town Centre outside Moo Moos"
"3245",2012,"Birmingham","Sycamore Rd.  Erdingon","Sycamore Rd. Erdingon"
"3246",2012,"Birmingham","Tamworth Rd.  Sutton Coldfield","Tamworth Rd. Sutton Coldfield"
"3247",2012,"Birmingham","tangmere Drive  castle vale","tangmere Drive castle vale"
"3248",2012,"Birmingham","The Gardens  Erdington","The Gardens Erdington"
"3249",2012,"Birmingham","The Green House  Four Oaks  Birmingham","The Green House Four Oaks Birmingham"
"3250",2012,"Birmingham","The Green House  Four Oaks  Sutton Coldfield","The Green House Four Oaks Sutton Coldfield"
"3251",2012,"Birmingham","The Parade","The Parade"
"3252",2012,"Birmingham","The Parade","The Parade"
"3253",2012,"Birmingham","The Parade","The Parade"
"3254",2012,"Birmingham","The Parade S/C",""
"3255",2012,"Birmingham","The Parade SuttonTown Centre",""
"3256",2012,"Birmingham","The Parade  Sutton Coldfield","The Parade Sutton Coldfield"
"3257",2012,"Birmingham","The Parade  Sutton Coldfield","The Parade Sutton Coldfield"
"3258",2012,"Birmingham","The Parade  Sutton Coldfield","The Parade Sutton Coldfield"
"3259",2012,"Birmingham","The parade  Sutton Coldfield","The parade Sutton Coldfield"
"3260",2012,"Birmingham","The Parade  Sutton Coldfield","The Parade Sutton Coldfield"
"3261",2012,"Birmingham","The parade  Sutton Coldfield","The parade Sutton Coldfield"
"3262",2012,"Birmingham","The Parade  Sutton Coldfield","The Parade Sutton Coldfield"
"3263",2012,"Birmingham","The Parade  Sutton Coldfield","The Parade Sutton Coldfield"
"3264",2012,"Birmingham","The Parade  Sutton Coldfield ","The Parade Sutton Coldfield"
"3265",2012,"Birmingham","The Wylde Green Public House",""
"3266",2012,"Birmingham","Turnhouse Rd.  Castle Vale","Turnhouse Rd. Castle Vale"
"3267",2012,"Birmingham","UNKNOWN",""
"3268",2012,"Birmingham","Victoria Rd.  Sutton Coldfield","Victoria Rd. Sutton Coldfield"
"3269",2012,"Birmingham","walmley ash rd",""
"3270",2012,"Birmingham","Water Orton Lane",""
"3271",2012,"Birmingham","William Hill  Wylde Green","William Hill Wylde Green"
"3272",2012,"Birmingham","WITTON LODGE ROAD",""
"3273",2012,"Birmingham","Woodacre Rd.  Erdington","Woodacre Rd. Erdington"
"3274",2012,"Birmingham","Woodacre Rd.  Erdington","Woodacre Rd. Erdington"
"3275",2012,"Birmingham","Woodacre Rd.  Erdington","Woodacre Rd. Erdington"
"3276",2012,"Birmingham","Woodington Rd.",""
"3277",2012,"Birmingham","Wootton Grove  Kingstanding  Birmingham","Wootton Grove Kingstanding Birmingham"
"3278",2012,"Birmingham","Yatesbury Ave.  Castle Vale","Yatesbury Ave. Castle Vale"
"3279",2012,"Birmingham","A38 Northfield",""
"3280",2012,"Birmingham","Abdon Ave","Abdon Ave"
"3281",2012,"Birmingham","Alcester Rd",""
"3282",2012,"Birmingham","alcester Rd. south",""
"3283",2012,"Birmingham","aldersmead Rd.",""
"3284",2012,"Birmingham","alwold Rd.",""
"3285",2012,"Birmingham","belgrave middleway",""
"3286",2012,"Birmingham","black horse public house carpark",""
"3287",2012,"Birmingham","boleyn Rd.",""
"3288",2012,"Birmingham","bomerfield Rd.",""
"3289",2012,"Birmingham","Bond st  City Centre","Bond st City Centre"
"3290",2012,"Birmingham","Bournville Lane","Bournville Lane"
"3291",2012,"Birmingham","Bournville Lane","Bournville Lane"
"3292",2012,"Birmingham","Bournville Lane Front office",""
"3293",2012,"Birmingham","bournville lane police station",""
"3294",2012,"Birmingham","bournville p s ","bournville ps"
"3295",2012,"Birmingham","bournville police station",""
"3296",2012,"Birmingham","braceby avenue",""
"3297",2012,"Birmingham","brandwood park rd",""
"3298",2012,"Birmingham","Bristol Rd South  Northfield","Bristol Rd South Northfield"
"3299",2012,"Birmingham","Bristol Rd.","Bristol Rd."
"3300",2012,"Birmingham","Bristol Rd.","Bristol Rd."
"3301",2012,"Birmingham","bristol Rd.","bristol Rd."
"3302",2012,"Birmingham","bristol Rd.","bristol Rd."
"3303",2012,"Birmingham","Bristol Rd.","Bristol Rd."
"3304",2012,"Birmingham","Bristol Rd.","Bristol Rd."
"3305",2012,"Birmingham","bristol Rd.","bristol Rd."
"3306",2012,"Birmingham","bristol Rd.","bristol Rd."
"3307",2012,"Birmingham","bristol Rd.","bristol Rd."
"3308",2012,"Birmingham","Bristol Rd. Northfield","Bristol Rd. Northfield"
"3309",2012,"Birmingham","bristol Rd. opposite royal orthopaedic",""
"3310",2012,"Birmingham","Bristol Rd. Selly Oak","Bristol Rd. Selly Oak"
"3311",2012,"Birmingham","Bristol Rd. selly Oak","Bristol Rd. selly Oak"
"3312",2012,"Birmingham","Bristol Rd. Selly Oak","Bristol Rd. Selly Oak"
"3313",2012,"Birmingham","bristol Rd. selly oak","bristol Rd. selly oak"
"3314",2012,"Birmingham","Bristol Rd. selly oak",""
"3315",2012,"Birmingham","bristol Rd. selly oak near gun barrels PH",""
"3316",2012,"Birmingham","bristol Rd. south",""
"3317",2012,"Birmingham","bristol Rd. south","bristol Rd. south"
"3318",2012,"Birmingham","bristol Rd.  bournville","bristol Rd. bournville"
"3319",2012,"Birmingham","Bristol Rd.  Selly Oak","Bristol Rd. Selly Oak"
"3320",2012,"Birmingham","brook lane billesley",""
"3321",2012,"Birmingham","Brookfield Rd.",""
"3322",2012,"Birmingham","Bunbury Rd.",""
"3323",2012,"Birmingham","church Rd.",""
"3324",2012,"Birmingham","Church Rd.  Edgbaston","Church Rd. Edgbaston"
"3325",2012,"Birmingham","Church Rd.  Moseley","Church Rd. Moseley"
"3326",2012,"Birmingham","city Rd.",""
"3327",2012,"Birmingham","Corn Mill Close Bartley Green",""
"3328",2012,"Birmingham","Cotteridge Island",""
"3329",2012,"Birmingham","devon Rd.",""
"3330",2012,"Birmingham","Dogpool Lane",""
"3331",2012,"Birmingham","Each Way Lane  Rubery","Each Way Lane Rubery"
"3332",2012,"Birmingham","edgewood Rd.",""
"3333",2012,"Birmingham","edgwood Rd.",""
"3334",2012,"Birmingham","edward Rd.  balsall heath","edward Rd. balsall heath"
"3335",2012,"Birmingham","Fordhouse Lane",""
"3336",2012,"Birmingham","Fredrick Rd.",""
"3337",2012,"Birmingham","Gillot Rd.  Edgbaston","Gillot Rd. Edgbaston"
"3338",2012,"Birmingham","Gillott Rd.  Edgbaston","Gillott Rd. Edgbaston"
"3339",2012,"Birmingham","gorsley piece",""
"3340",2012,"Birmingham","great park public house  rubery","great park public house rubery"
"3341",2012,"Birmingham","great park rubery","great park rubery"
"3342",2012,"Birmingham","grovelly  lane",""
